Date (YYMMDD),Observation Number,FeI Line ID,Calculated Radial Velocity (km/s),RMS ThAr Calibration,v_telurica,v_heliocentrica_kms,Inverse Flux Intensity,Flux Intensity,Gradient 1,Gradient 2,R^2 Gradient 1,R^2 Gradient 2,Standard Error Gradient 1,Standard Error Gradient 2
150307,1,A,-35.82,0.0024,29.8,-6.02,1.61,0.62,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,B,-35.94,0.0024,29.8,-6.13,1.48,0.68,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,C,-35.05,0.0024,29.8,-5.25,1.2,0.84,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,D,-33.98,0.0024,29.8,-4.17,1.37,0.73,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,E,-35.89,0.0024,29.8,-6.09,1.35,0.74,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,F,-33.27,0.0024,29.8,-3.46,1.39,0.72,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,G,-33.27,0.0024,29.8,-3.47,1.53,0.66,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,H,-29.63,0.0024,29.8,0.18,1.31,0.76,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,I,-35.89,0.0024,29.8,-6.08,1.42,0.7,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150307,1,J,-36.03,0.0024,29.8,-6.23,1.53,0.65,0.0061,0.0042,0.0307,0.0325,0.0152,0.023
150328,1,A,26.11,1.1539,26.87,52.99,1.13,0.89,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,B,-5.42,1.1539,26.87,21.45,1.11,0.9,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,C,30.63,1.1539,26.87,57.51,1.34,0.75,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,D,7.33,1.1539,26.87,34.2,1.13,0.89,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,E,4.5,1.1539,26.87,31.37,1.46,0.68,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,F,-32.65,1.1539,26.87,-5.77,1.38,0.73,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,G,39.66,1.1539,26.87,66.54,1.36,0.74,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,H,-27.99,1.1539,26.87,-1.11,1.69,0.59,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,I,-9.48,1.1539,26.87,17.39,1.09,0.92,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,1,J,-15.08,1.1539,26.87,11.79,1.34,0.75,0.0006,0.002,0.0204,0.1497,0.0017,0.0047
150328,2,A,21.67,1.1539,26.82,48.49,1.09,0.92,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,B,-6.3,1.1539,26.82,20.52,1.15,0.87,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,C,33.14,1.1539,26.82,59.96,1.32,0.76,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,D,5.17,1.1539,26.82,31.98,1.1,0.91,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,E,4.59,1.1539,26.82,31.41,1.45,0.69,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,F,-32.03,1.1539,26.82,-5.22,1.4,0.71,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,G,41.73,1.1539,26.82,68.55,1.36,0.74,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,H,-27.76,1.1539,26.82,-0.95,1.7,0.59,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,I,-11.73,1.1539,26.82,15.08,1.09,0.92,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,2,J,-15.38,1.1539,26.82,11.44,1.35,0.74,0.0006,0.0021,0.0207,0.2039,0.0019,0.0041
150328,3,A,20.97,1.1539,26.76,47.73,1.09,0.91,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,B,-4.84,1.1539,26.76,21.92,1.11,0.9,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,C,30.21,1.1539,26.76,56.97,1.29,0.78,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,D,5.23,1.1539,26.76,31.99,1.14,0.87,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,E,4.08,1.1539,26.76,30.84,1.47,0.68,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,F,-30.79,1.1539,26.76,-4.03,1.42,0.7,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,G,38.62,1.1539,26.76,65.38,1.37,0.73,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,H,-28.37,1.1539,26.76,-1.61,1.67,0.6,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,I,-11.99,1.1539,26.76,14.77,1.08,0.93,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150328,3,J,-14.85,1.1539,26.76,11.91,1.33,0.75,0.0005,0.0025,0.0151,0.2411,0.002,0.0045
150425,1,A,-23.97,0.0021,17.65,-6.32,1.65,0.6,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,B,-22.9,0.0021,17.65,-5.25,1.41,0.71,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,C,-24.7,0.0021,17.65,-7.05,1.21,0.83,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,D,-21.23,0.0021,17.65,-3.58,1.56,0.64,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,E,-21.89,0.0021,17.65,-4.24,1.38,0.73,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,F,-21.12,0.0021,17.65,-3.47,1.41,0.71,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,G,-23.1,0.0021,17.65,-5.45,1.56,0.64,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,H,-23.1,0.0021,17.65,-5.45,1.37,0.73,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,I,-21.77,0.0021,17.65,-4.12,1.55,0.64,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,1,J,-21.74,0.0021,17.65,-4.09,1.47,0.68,0.0263,-0.0644,0.3999,0.9969,0.0144,0.0036
150425,2,A,-23.33,0.0021,17.42,-5.91,1.67,0.6,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,B,-22.79,0.0021,17.42,-5.37,1.41,0.71,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,C,-21.43,0.0021,17.42,-4.01,1.28,0.78,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,D,-22.24,0.0021,17.42,-4.82,1.5,0.67,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,E,-22.09,0.0021,17.42,-4.67,1.41,0.71,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,F,-21.91,0.0021,17.42,-4.49,1.38,0.73,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,G,-21.97,0.0021,17.42,-4.55,1.52,0.66,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,H,-22.42,0.0021,17.42,-5.0,1.31,0.76,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,I,-22.2,0.0021,17.42,-4.78,1.55,0.64,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150425,2,J,-23.18,0.0021,17.42,-5.76,1.59,0.63,0.0614,0.0475,0.6668,0.7969,0.0194,0.024
150523,1,A,-9.12,0.0009,4.79,-4.33,1.6,0.62,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,B,-9.88,0.0009,4.79,-5.09,1.38,0.72,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,C,-7.07,0.0009,4.79,-2.28,1.27,0.79,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,D,-7.41,0.0009,4.79,-2.62,1.45,0.69,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,E,-7.28,0.0009,4.79,-2.49,1.31,0.77,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,F,-3.62,0.0009,4.79,1.17,1.3,0.77,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,G,-7.17,0.0009,4.79,-2.38,1.45,0.69,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,H,-7.3,0.0009,4.79,-2.51,1.38,0.73,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,I,-5.58,0.0009,4.79,-0.79,1.51,0.66,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,1,J,-5.19,0.0009,4.79,-0.4,1.41,0.71,0.0173,0.0137,0.3539,0.3506,0.0105,0.0187
150523,2,A,-9.8,0.0009,4.65,-5.15,1.79,0.56,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,B,-9.9,0.0009,4.65,-5.25,1.33,0.75,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,C,-7.95,0.0009,4.65,-3.3,1.17,0.85,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,D,-8.1,0.0009,4.65,-3.45,1.55,0.65,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,E,-10.39,0.0009,4.65,-5.74,1.4,0.72,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,F,-6.24,0.0009,4.65,-1.58,1.35,0.74,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,G,-7.73,0.0009,4.65,-3.08,1.48,0.67,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,H,-10.58,0.0009,4.65,-5.93,1.42,0.7,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,I,-7.64,0.0009,4.65,-2.99,1.56,0.64,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150523,2,J,-8.32,0.0009,4.65,-3.67,1.52,0.66,0.0169,0.0562,0.1616,0.9961,0.0172,0.0035
150612,1,A,-0.14,0.0014,-5.5,-5.64,1.63,0.61,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,B,-0.52,0.0014,-5.5,-6.02,1.46,0.69,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,C,0.04,0.0014,-5.5,-5.46,1.25,0.8,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,D,1.9,0.0014,-5.5,-3.6,1.59,0.63,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,E,1.12,0.0014,-5.5,-4.38,1.41,0.71,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,F,1.95,0.0014,-5.5,-3.55,1.42,0.7,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,G,1.2,0.0014,-5.5,-4.29,1.53,0.65,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,H,0.38,0.0014,-5.5,-5.12,1.38,0.72,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,I,1.86,0.0014,-5.5,-3.64,1.53,0.65,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,1,J,0.56,0.0014,-5.5,-4.94,1.58,0.63,0.0225,0.0544,0.2293,0.1874,0.0184,0.1134
150612,2,A,-0.21,0.0014,-5.57,-5.79,1.64,0.61,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,B,-0.72,0.0014,-5.57,-6.29,1.44,0.7,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,C,1.16,0.0014,-5.57,-4.41,1.23,0.81,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,D,1.98,0.0014,-5.57,-3.59,1.58,0.63,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,E,1.0,0.0014,-5.57,-4.58,1.42,0.7,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,F,2.11,0.0014,-5.57,-3.46,1.41,0.71,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,G,1.28,0.0014,-5.57,-4.29,1.55,0.64,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,H,0.84,0.0014,-5.57,-4.74,1.35,0.74,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,I,1.63,0.0014,-5.57,-3.95,1.56,0.64,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150612,2,J,0.93,0.0014,-5.57,-4.64,1.58,0.63,0.0232,0.0507,0.2311,0.7763,0.0189,0.0272
150716,1,A,13.59,0.0015,-20.27,-6.68,1.7,0.59,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,B,13.43,0.0015,-20.27,-6.84,1.49,0.67,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,C,14.59,0.0015,-20.27,-5.67,1.21,0.83,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,D,15.15,0.0015,-20.27,-5.12,1.56,0.64,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,E,14.81,0.0015,-20.27,-5.45,1.43,0.7,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,F,14.94,0.0015,-20.27,-5.32,1.45,0.69,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,G,14.21,0.0015,-20.27,-6.06,1.52,0.66,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,H,14.29,0.0015,-20.27,-5.97,1.37,0.73,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,I,14.38,0.0015,-20.27,-5.89,1.62,0.62,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,1,J,14.04,0.0015,-20.27,-6.23,1.57,0.64,0.0505,0.1194,0.5018,0.8529,0.0225,0.0496
150716,2,A,13.9,0.0015,-20.35,-6.45,1.77,0.56,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,B,13.95,0.0015,-20.35,-6.4,1.48,0.68,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,C,14.74,0.0015,-20.35,-5.61,1.21,0.83,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,D,15.56,0.0015,-20.35,-4.79,1.57,0.64,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,E,15.07,0.0015,-20.35,-5.28,1.47,0.68,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,F,16.33,0.0015,-20.35,-4.01,1.52,0.66,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,G,15.39,0.0015,-20.35,-4.96,1.51,0.66,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,H,14.43,0.0015,-20.35,-5.92,1.37,0.73,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,I,15.64,0.0015,-20.35,-4.71,1.73,0.58,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,2,J,14.76,0.0015,-20.35,-5.58,1.62,0.62,0.0293,0.1851,0.2634,0.9134,0.0219,0.057
150716,3,A,14.11,0.0015,-20.44,-6.33,1.74,0.58,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,B,13.89,0.0015,-20.44,-6.55,1.53,0.65,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,C,15.23,0.0015,-20.44,-5.21,1.26,0.79,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,D,15.41,0.0015,-20.44,-5.03,1.58,0.63,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,E,15.21,0.0015,-20.44,-5.23,1.52,0.66,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,F,16.0,0.0015,-20.44,-4.44,1.41,0.71,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,G,15.23,0.0015,-20.44,-5.21,1.59,0.63,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,H,14.2,0.0015,-20.44,-6.24,1.37,0.73,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,I,14.74,0.0015,-20.44,-5.7,1.7,0.59,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150716,3,J,13.92,0.0015,-20.44,-6.52,1.62,0.62,0.048,0.094,0.6479,0.8765,0.0158,0.0353
150723,1,A,15.76,0.0014,-22.61,-6.86,1.72,0.58,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,B,16.08,0.0014,-22.61,-6.53,1.49,0.67,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,C,17.13,0.0014,-22.61,-5.48,1.23,0.81,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,D,17.63,0.0014,-22.61,-4.98,1.58,0.63,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,E,17.23,0.0014,-22.61,-5.38,1.42,0.71,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,F,17.6,0.0014,-22.61,-5.02,1.45,0.69,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,G,16.9,0.0014,-22.61,-5.72,1.59,0.63,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,H,16.36,0.0014,-22.61,-6.25,1.43,0.7,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,I,16.49,0.0014,-22.61,-6.12,1.63,0.61,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,1,J,16.01,0.0014,-22.61,-6.6,1.59,0.63,0.0423,0.1383,0.514,0.9941,0.0184,0.0107
150723,2,A,15.86,0.0014,-22.78,-6.92,1.68,0.59,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,B,16.61,0.0014,-22.78,-6.17,1.45,0.69,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,C,17.06,0.0014,-22.78,-5.72,1.2,0.83,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,D,17.52,0.0014,-22.78,-5.26,1.6,0.62,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,E,17.38,0.0014,-22.78,-5.4,1.47,0.68,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,F,17.92,0.0014,-22.78,-4.87,1.45,0.69,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,G,17.19,0.0014,-22.78,-5.59,1.56,0.64,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,H,16.33,0.0014,-22.78,-6.46,1.38,0.72,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,I,16.75,0.0014,-22.78,-6.03,1.6,0.63,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,2,J,16.15,0.0014,-22.78,-6.64,1.61,0.62,0.037,0.1682,0.6565,0.6657,0.012,0.1192
150723,3,A,16.24,0.0014,-22.61,-6.37,1.68,0.59,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,B,16.64,0.0014,-22.61,-5.98,1.49,0.67,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,C,16.78,0.0014,-22.61,-5.84,1.17,0.86,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,D,17.69,0.0014,-22.61,-4.93,1.56,0.64,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,E,17.4,0.0014,-22.61,-5.22,1.47,0.68,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,F,17.68,0.0014,-22.61,-4.93,1.45,0.69,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,G,17.32,0.0014,-22.61,-5.29,1.57,0.64,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,H,17.35,0.0014,-22.61,-5.26,1.32,0.76,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,I,17.14,0.0014,-22.61,-5.48,1.6,0.62,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150723,3,J,16.31,0.0014,-22.61,-6.31,1.59,0.63,0.0409,0.0367,0.5461,0.0221,0.0167,0.2443
150725,1,A,16.89,0.0003,-23.07,-6.18,1.67,0.6,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,B,17.22,0.0003,-23.07,-5.85,1.43,0.7,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,C,17.04,0.0003,-23.07,-6.02,1.23,0.81,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,D,18.2,0.0003,-23.07,-4.87,1.5,0.67,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,E,17.62,0.0003,-23.07,-5.45,1.41,0.71,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,F,18.3,0.0003,-23.07,-4.76,1.42,0.7,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,G,17.08,0.0003,-23.07,-5.99,1.5,0.67,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,H,17.34,0.0003,-23.07,-5.73,1.36,0.73,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,I,17.63,0.0003,-23.07,-5.44,1.61,0.62,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,1,J,17.47,0.0003,-23.07,-5.6,1.61,0.62,0.0492,-0.3041,0.3662,0.5746,0.029,0.2617
150725,2,A,16.49,0.0003,-23.15,-6.66,1.68,0.6,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,B,16.22,0.0003,-23.15,-6.93,1.43,0.7,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,C,17.72,0.0003,-23.15,-5.43,1.17,0.85,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,D,17.93,0.0003,-23.15,-5.22,1.57,0.64,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,E,17.95,0.0003,-23.15,-5.2,1.44,0.69,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,F,18.36,0.0003,-23.15,-4.79,1.46,0.68,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,G,17.59,0.0003,-23.15,-5.57,1.58,0.63,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,H,16.45,0.0003,-23.15,-6.71,1.37,0.73,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,I,17.82,0.0003,-23.15,-5.33,1.62,0.62,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150725,2,J,17.46,0.0003,-23.15,-5.69,1.56,0.64,0.0439,0.0983,0.5682,0.9961,0.0171,0.0062
150731,1,A,20.53,0.0012,-24.97,-4.44,1.36,0.73,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,B,17.92,0.0012,-24.97,-7.05,1.46,0.69,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,C,19.18,0.0012,-24.97,-5.79,1.21,0.83,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,D,19.86,0.0012,-24.97,-5.11,1.53,0.65,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,E,19.62,0.0012,-24.97,-5.35,1.43,0.7,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,F,19.82,0.0012,-24.97,-5.15,1.38,0.72,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,G,19.1,0.0012,-24.97,-5.87,1.46,0.68,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,H,18.47,0.0012,-24.97,-6.5,1.29,0.77,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,I,18.69,0.0012,-24.97,-6.28,1.61,0.62,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,1,J,18.48,0.0012,-24.97,-6.49,1.54,0.65,0.0443,0.1097,0.6003,0.9546,0.0162,0.0239
150731,2,A,18.73,0.0012,-24.97,-6.24,1.67,0.6,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,B,18.53,0.0012,-24.97,-6.44,1.43,0.7,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,C,19.15,0.0012,-24.97,-5.82,1.2,0.83,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,D,19.94,0.0012,-24.97,-5.03,1.5,0.67,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,E,20.14,0.0012,-24.97,-4.83,1.37,0.73,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,F,20.08,0.0012,-24.97,-4.89,1.53,0.65,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,G,19.27,0.0012,-24.97,-5.7,1.52,0.66,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,H,18.68,0.0012,-24.97,-6.29,1.28,0.78,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,I,19.06,0.0012,-24.97,-5.91,1.54,0.65,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150731,2,J,18.68,0.0012,-24.97,-6.29,1.56,0.64,0.0454,0.1862,0.5519,0.8103,0.0183,0.0901
150803,1,A,18.85,0.0016,-25.71,-6.86,1.65,0.61,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,B,19.13,0.0016,-25.71,-6.59,1.51,0.66,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,C,18.73,0.0016,-25.71,-6.98,1.14,0.88,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,D,20.5,0.0016,-25.71,-5.22,1.56,0.64,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,E,19.79,0.0016,-25.71,-5.92,1.4,0.71,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,F,20.92,0.0016,-25.71,-4.79,1.48,0.67,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,G,19.27,0.0016,-25.71,-6.44,1.5,0.67,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,H,18.16,0.0016,-25.71,-7.56,1.44,0.7,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,I,19.23,0.0016,-25.71,-6.49,1.56,0.64,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150803,1,J,18.94,0.0016,-25.71,-6.77,1.53,0.65,0.0154,-0.0064,0.137,0.0007,0.0173,0.2375
150812,1,A,20.78,0.0011,-27.56,-6.78,1.65,0.6,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,B,20.46,0.0011,-27.56,-7.1,1.45,0.69,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,C,21.61,0.0011,-27.56,-5.95,1.21,0.83,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,D,22.11,0.0011,-27.56,-5.45,1.54,0.65,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,E,22.41,0.0011,-27.56,-5.15,1.38,0.73,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,F,22.28,0.0011,-27.56,-5.28,1.45,0.69,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,G,21.08,0.0011,-27.56,-6.48,1.51,0.66,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
150812,1,H,20.81,0.0011,-27.56,-6.75,1.38,0.73,0.039,0.1191,0.6515,0.9981,0.0128,0.0052
