Date (YYMMDD),Observation Number,FeI Line ID,Calculated Radial Velocity (km/s),RMS ThAr Calibration,v_telurica,v_heliocentrica_kms,Inverse Flux Intensity,Flux Intensity,Gradient 1,Gradient 2,R^2 Gradient 1,R^2 Gradient 2,Standard Error Gradient 1,Standard Error Gradient 2
160409,2,B,60.74,0.3551,23.32,84.06,1.98,0.5,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,C,53.9,0.3551,23.32,77.22,1.47,0.68,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,D,43.77,0.3551,23.32,67.09,1.3,0.77,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,E,32.66,0.3551,23.32,55.98,1.16,0.86,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,F,18.85,0.3551,23.32,42.17,1.09,0.92,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,G,6.26,0.3551,23.32,29.58,1.23,0.81,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,H,4.38,0.3551,23.32,27.7,1.06,0.95,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,I,17.64,0.3551,23.32,40.96,1.56,0.64,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,2,J,40.97,0.3551,23.32,64.29,1.55,0.65,-0.0002,-0.0069,0.0012,0.9158,0.0028,0.0021
160409,3,A,10.72,0.3551,23.3,34.02,1.17,0.85,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,B,60.08,0.3551,23.3,83.37,2.03,0.49,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,C,54.64,0.3551,23.3,77.93,1.49,0.67,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,D,44.26,0.3551,23.3,67.56,1.3,0.77,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,E,29.43,0.3551,23.3,52.73,1.17,0.86,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,F,18.96,0.3551,23.3,42.26,1.13,0.88,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,G,4.07,0.3551,23.3,27.37,1.21,0.83,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,H,1.34,0.3551,23.3,24.64,1.07,0.93,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,I,18.33,0.3551,23.3,41.63,1.56,0.64,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,3,J,40.48,0.3551,23.3,63.78,1.56,0.64,-0.0028,-0.0065,0.1665,0.8938,0.0028,0.0022
160409,4,A,9.02,0.3551,23.28,32.3,1.18,0.85,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,B,-7.8,0.3551,23.28,15.48,1.43,0.7,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,C,33.22,0.3551,23.28,56.5,1.4,0.71,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,D,45.76,0.3551,23.28,69.03,1.28,0.78,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,E,8.83,0.3551,23.28,32.11,1.13,0.88,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,F,17.61,0.3551,23.28,40.89,1.13,0.88,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,G,6.27,0.3551,23.28,29.55,1.16,0.86,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,H,-8.26,0.3551,23.28,15.02,1.06,0.94,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,I,18.17,0.3551,23.28,41.45,1.54,0.65,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,4,J,38.14,0.3551,23.28,61.42,1.56,0.64,-0.0039,-0.0026,0.3107,0.2165,0.0026,0.005
160409,5,A,0.76,0.3551,23.27,24.03,1.21,0.83,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,B,61.61,0.3551,23.27,84.88,2.03,0.49,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,C,32.29,0.3551,23.27,55.56,1.44,0.7,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,D,28.46,0.3551,23.27,51.73,1.27,0.79,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,E,36.06,0.3551,23.27,59.32,1.15,0.87,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,F,14.23,0.3551,23.27,37.5,1.12,0.89,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,G,6.4,0.3551,23.27,29.67,1.16,0.86,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,H,15.03,0.3551,23.27,38.3,1.12,0.89,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,I,25.66,0.3551,23.27,48.93,1.45,0.69,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,5,J,41.44,0.3551,23.27,64.7,1.66,0.6,-0.004,-0.0085,0.3353,0.9801,0.0025,0.0012
160409,6,A,10.02,0.3551,23.24,33.26,1.2,0.84,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,B,60.85,0.3551,23.24,84.09,2.0,0.5,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,C,54.61,0.3551,23.24,77.85,1.44,0.69,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,D,43.54,0.3551,23.24,66.78,1.29,0.77,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,E,29.11,0.3551,23.24,52.35,1.17,0.86,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,F,16.05,0.3551,23.24,39.29,1.1,0.91,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,G,3.16,0.3551,23.24,26.4,1.18,0.84,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,H,-8.46,0.3551,23.24,14.78,1.06,0.95,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,I,18.11,0.3551,23.24,41.35,1.57,0.64,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160409,6,J,40.52,0.3551,23.24,63.75,1.57,0.64,-0.0031,-0.0054,0.1966,0.8721,0.0028,0.0021
160414,1,A,17.64,0.7444,21.41,39.05,1.07,0.94,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,B,-39.02,0.7444,21.41,-17.61,1.98,0.5,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,C,22.77,0.7444,21.41,44.19,1.43,0.7,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,D,-13.47,0.7444,21.41,7.95,1.35,0.74,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,E,-12.65,0.7444,21.41,8.76,1.52,0.66,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,F,-39.63,0.7444,21.41,-18.21,1.22,0.82,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,G,-21.7,0.7444,21.41,-0.29,1.08,0.93,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,H,-5.67,0.7444,21.41,15.75,1.18,0.85,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,I,-42.05,0.7444,21.41,-20.64,1.12,0.89,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,1,J,-2.82,0.7444,21.41,18.59,1.33,0.75,-0.0001,0.0034,0.0001,0.3695,0.0023,0.0044
160414,2,A,17.04,0.7444,21.38,38.42,1.09,0.92,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,B,-39.35,0.7444,21.38,-17.98,1.95,0.51,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,C,21.81,0.7444,21.38,43.19,1.4,0.72,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,D,-12.65,0.7444,21.38,8.73,1.37,0.73,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,E,-11.91,0.7444,21.38,9.47,1.53,0.65,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,F,-39.43,0.7444,21.38,-18.05,1.21,0.83,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,G,-27.83,0.7444,21.38,-6.45,1.11,0.9,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,H,-9.41,0.7444,21.38,11.97,1.17,0.86,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,I,-49.73,0.7444,21.38,-28.35,1.13,0.88,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,2,J,-3.0,0.7444,21.38,18.38,1.33,0.75,-0.0007,0.0033,0.0239,0.3372,0.002,0.0046
160414,3,A,8.8,0.7444,21.34,30.14,1.07,0.93,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,B,-38.14,0.7444,21.34,-16.81,1.87,0.53,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,C,-45.32,0.7444,21.34,-23.98,1.52,0.66,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,D,-14.9,0.7444,21.34,6.44,1.25,0.8,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,E,-13.23,0.7444,21.34,8.1,1.42,0.7,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,F,2.86,0.7444,21.34,24.2,1.09,0.91,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,G,-15.64,0.7444,21.34,5.7,1.1,0.91,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,H,-6.61,0.7444,21.34,14.73,1.11,0.9,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,I,17.47,0.7444,21.34,38.81,1.3,0.77,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,3,J,6.38,0.7444,21.34,27.72,1.34,0.75,0.0004,0.008,0.0028,0.7629,0.0031,0.0044
160414,4,A,11.13,0.7444,21.29,32.42,1.07,0.94,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,B,-38.16,0.7444,21.29,-16.87,2.08,0.48,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,C,-47.49,0.7444,21.29,-26.2,1.55,0.64,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,D,-12.1,0.7444,21.29,9.19,1.3,0.77,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,E,-12.33,0.7444,21.29,8.96,1.59,0.63,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,F,2.02,0.7444,21.29,23.31,1.05,0.95,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,G,-17.5,0.7444,21.29,3.79,1.13,0.89,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,H,-9.15,0.7444,21.29,12.14,1.04,0.96,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,I,19.53,0.7444,21.29,40.82,1.48,0.67,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,4,J,-3.59,0.7444,21.29,17.7,1.47,0.68,0.0006,0.0103,0.0036,0.7035,0.0044,0.0067
160414,5,A,15.48,0.7444,21.26,36.73,1.05,0.95,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,B,-38.77,0.7444,21.26,-17.52,2.16,0.46,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,C,-42.89,0.7444,21.26,-21.64,1.46,0.69,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,D,-11.64,0.7444,21.26,9.62,1.34,0.75,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,E,-11.69,0.7444,21.26,9.57,1.55,0.64,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,F,6.85,0.7444,21.26,28.1,1.09,0.92,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,G,-36.56,0.7444,21.26,-15.3,1.11,0.9,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,H,-6.75,0.7444,21.26,14.51,1.05,0.95,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,I,-43.22,0.7444,21.26,-21.97,1.28,0.78,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,5,J,-2.51,0.7444,21.26,18.74,1.48,0.68,0.0012,0.0104,0.0427,0.702,0.0025,0.0068
160414,6,A,13.02,0.7444,21.21,34.23,1.02,0.98,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,B,-38.35,0.7444,21.21,-17.14,1.95,0.51,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,C,-41.29,0.7444,21.21,-20.08,1.44,0.69,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,D,-12.81,0.7444,21.21,8.4,1.39,0.72,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,E,-10.92,0.7444,21.21,10.28,1.54,0.65,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,F,0.24,0.7444,21.21,21.45,1.08,0.92,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,G,-12.29,0.7444,21.21,8.92,1.13,0.88,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,H,-5.9,0.7444,21.21,15.3,1.16,0.86,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,I,18.39,0.7444,21.21,39.6,1.2,0.84,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,6,J,-2.13,0.7444,21.21,19.08,1.28,0.78,0.0052,0.0072,0.3107,0.6629,0.0035,0.0051
160414,7,A,13.86,0.7444,21.16,35.02,1.05,0.95,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,B,-38.03,0.7444,21.16,-16.88,1.95,0.51,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,C,-42.43,0.7444,21.16,-21.27,1.42,0.7,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,D,-10.3,0.7444,21.16,10.86,1.28,0.78,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,E,-11.07,0.7444,21.16,10.08,1.61,0.62,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,F,-38.04,0.7444,21.16,-16.88,1.14,0.87,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,G,-15.46,0.7444,21.16,5.7,1.1,0.91,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,H,-5.59,0.7444,21.16,15.57,1.23,0.81,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,I,20.3,0.7444,21.16,41.46,1.24,0.81,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,7,J,-1.46,0.7444,21.16,19.7,1.3,0.77,0.0003,0.0053,0.0037,0.4944,0.0025,0.0054
160414,8,A,12.1,0.7444,21.13,33.22,1.04,0.96,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,B,-38.44,0.7444,21.13,-17.32,1.83,0.55,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,C,25.25,0.7444,21.13,46.38,1.31,0.76,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,D,-14.53,0.7444,21.13,6.6,1.3,0.77,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,E,-12.31,0.7444,21.13,8.82,1.55,0.64,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,F,1.34,0.7444,21.13,22.46,1.11,0.9,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,G,-27.15,0.7444,21.13,-6.03,1.13,0.89,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,H,-7.13,0.7444,21.13,14.0,1.18,0.84,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,I,-48.02,0.7444,21.13,-26.9,1.12,0.89,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,8,J,-3.49,0.7444,21.13,17.64,1.28,0.78,0.0004,0.0034,0.0044,0.4892,0.0025,0.0035
160414,9,A,15.07,0.7444,21.08,36.16,1.09,0.92,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,B,-39.29,0.7444,21.08,-18.2,1.97,0.51,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,C,18.34,0.7444,21.08,39.43,1.39,0.72,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,D,-14.02,0.7444,21.08,7.07,1.38,0.73,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,E,-11.13,0.7444,21.08,9.96,1.57,0.64,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,F,0.78,0.7444,21.08,21.86,1.07,0.93,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,G,-29.44,0.7444,21.08,-8.35,1.1,0.91,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,H,-4.88,0.7444,21.08,16.2,1.21,0.83,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,I,15.52,0.7444,21.08,36.6,1.36,0.73,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160414,9,J,11.24,0.7444,21.08,32.33,1.74,0.58,-0.0014,0.004,0.0255,0.5309,0.0038,0.0038
160423,1,A,-22.93,0.0009,18.01,-4.91,1.6,0.62,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,B,-24.02,0.0009,18.01,-6.0,1.51,0.66,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,C,-24.14,0.0009,18.01,-6.12,1.16,0.86,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,D,-21.25,0.0009,18.01,-3.23,1.55,0.64,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,E,-22.53,0.0009,18.01,-4.52,1.49,0.67,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,F,-20.71,0.0009,18.01,-2.69,1.39,0.72,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,G,-19.02,0.0009,18.01,-1.0,1.52,0.66,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,H,-25.68,0.0009,18.01,-7.67,1.35,0.74,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,I,-20.97,0.0009,18.01,-2.95,1.52,0.66,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,1,J,-23.4,0.0009,18.01,-5.39,1.5,0.66,0.0049,0.0055,0.0639,0.0025,0.0085,0.1098
160423,2,A,-22.05,0.0009,17.98,-4.07,1.69,0.59,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,B,-38.73,0.0009,17.98,-20.75,1.58,0.63,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,C,-23.95,0.0009,17.98,-5.97,1.24,0.81,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,D,-20.4,0.0009,17.98,-2.42,1.51,0.66,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,E,-20.63,0.0009,17.98,-2.65,1.68,0.59,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,F,-19.05,0.0009,17.98,-1.07,1.38,0.72,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,G,-21.34,0.0009,17.98,-3.36,1.52,0.66,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,H,-25.4,0.0009,17.98,-7.42,1.27,0.79,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,I,-23.66,0.0009,17.98,-5.68,1.51,0.66,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,2,J,-22.01,0.0009,17.98,-4.03,1.49,0.67,0.0103,0.0118,0.1095,0.9998,0.0132,0.0002
160423,3,A,-22.6,0.0009,17.77,-4.82,1.64,0.61,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,B,-23.17,0.0009,17.77,-5.39,1.43,0.7,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,C,-21.85,0.0009,17.77,-4.08,1.17,0.85,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,D,-21.05,0.0009,17.77,-3.28,1.56,0.64,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,E,-21.67,0.0009,17.77,-3.9,1.38,0.73,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,F,-21.22,0.0009,17.77,-3.45,1.45,0.69,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,G,-21.81,0.0009,17.77,-4.04,1.59,0.63,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,H,-21.99,0.0009,17.77,-4.21,1.36,0.73,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,I,-21.36,0.0009,17.77,-3.59,1.68,0.59,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,3,J,-21.71,0.0009,17.77,-3.93,1.61,0.62,0.0254,0.0817,0.0749,0.5431,0.04,0.075
160423,4,A,-22.94,0.0009,17.75,-5.18,1.63,0.61,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,B,-23.08,0.0009,17.75,-5.33,1.42,0.7,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,C,-22.42,0.0009,17.75,-4.67,1.16,0.87,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,D,-21.41,0.0009,17.75,-3.65,1.58,0.63,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,E,-21.37,0.0009,17.75,-3.62,1.37,0.73,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,F,-20.99,0.0009,17.75,-3.24,1.4,0.71,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,G,-20.65,0.0009,17.75,-2.89,1.57,0.64,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,H,-21.68,0.0009,17.75,-3.93,1.39,0.72,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,I,-21.58,0.0009,17.75,-3.82,1.69,0.59,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,4,J,-22.52,0.0009,17.75,-4.77,1.62,0.62,0.0306,0.0073,0.22,0.0033,0.0258,0.1271
160423,5,A,-23.07,0.0009,17.73,-5.34,1.59,0.63,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,B,-23.48,0.0009,17.73,-5.75,1.44,0.69,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,C,-22.73,0.0009,17.73,-4.99,1.17,0.86,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,D,-21.54,0.0009,17.73,-3.81,1.56,0.64,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,E,-21.53,0.0009,17.73,-3.8,1.4,0.72,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,F,-21.42,0.0009,17.73,-3.68,1.44,0.69,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,G,-20.71,0.0009,17.73,-2.98,1.58,0.63,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,H,-22.93,0.0009,17.73,-5.2,1.38,0.73,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,I,-21.56,0.0009,17.73,-3.83,1.65,0.61,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,5,J,-21.51,0.0009,17.73,-3.78,1.63,0.61,0.0076,0.1823,0.0167,0.6811,0.0262,0.1248
160423,6,A,-22.25,0.0009,17.71,-4.54,1.59,0.63,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,B,-22.64,0.0009,17.71,-4.93,1.44,0.69,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,C,-19.65,0.0009,17.71,-1.93,1.15,0.87,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,D,-21.79,0.0009,17.71,-4.08,1.56,0.64,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,E,-21.51,0.0009,17.71,-3.8,1.42,0.71,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,F,-20.77,0.0009,17.71,-3.06,1.42,0.7,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,G,-20.54,0.0009,17.71,-2.83,1.63,0.62,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,H,-23.04,0.0009,17.71,-5.33,1.34,0.74,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,I,-21.05,0.0009,17.71,-3.34,1.72,0.58,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160423,6,J,-21.54,0.0009,17.71,-3.83,1.62,0.62,0.0021,0.0446,0.0007,0.854,0.0347,0.0184
160430,1,A,-20.24,0.0019,14.72,-5.51,1.69,0.59,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,B,-20.68,0.0019,14.72,-5.96,1.41,0.71,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,C,-18.72,0.0019,14.72,-4.0,1.27,0.79,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,D,-18.76,0.0019,14.72,-4.04,1.55,0.64,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,E,-19.45,0.0019,14.72,-4.73,1.45,0.69,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,F,-19.02,0.0019,14.72,-4.3,1.4,0.71,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,G,-19.45,0.0019,14.72,-4.73,1.71,0.58,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,H,-18.62,0.0019,14.72,-3.9,1.41,0.71,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,I,-19.4,0.0019,14.72,-4.68,1.76,0.57,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,1,J,-20.13,0.0019,14.72,-5.41,1.68,0.6,0.0542,0.0174,0.2666,0.2161,0.0402,0.0331
160430,2,A,-20.27,0.0019,14.68,-5.59,1.64,0.61,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,B,-20.07,0.0019,14.68,-5.38,1.41,0.71,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,C,-19.7,0.0019,14.68,-5.02,1.2,0.84,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,D,-19.07,0.0019,14.68,-4.39,1.58,0.63,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,E,-18.95,0.0019,14.68,-4.26,1.4,0.71,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,F,-18.48,0.0019,14.68,-3.8,1.4,0.72,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,G,-19.03,0.0019,14.68,-4.34,1.67,0.6,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,H,-18.9,0.0019,14.68,-4.21,1.39,0.72,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
160430,2,I,-19.77,0.0019,14.68,-5.09,1.73,0.58,0.0609,-0.0136,0.4831,0.0133,0.0282,0.117
